"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91"
"150" 2004 39.89394 -36.23044 65.73669 4.5351 -12.59399 -11.79404 -3.32962 3.78057 3.72129 -0.78129 1.05012 10.23514 81.70586 4910.48912 3158.76362 1490.5058 1045.2736 495.59889 612.55049 541.14644 607.70714 317.05479 209.60099 301.73574 295.26396 1241.30451 632.96335 -267.29209 -159.27562 -107.11332 16.03973 -33.55497 102.63996 14.54973 -6.75762 395.05358 451.81759 -557.69824 -227.97588 198.78328 -8.03761 180.64312 -41.72015 44.79744 46.26108 124.81259 -574.68465 -7.01697 -14.15618 162.56025 -87.19339 103.20858 -17.55555 82.42441 -103.33453 -228.31066 306.89628 12.02714 19.62516 35.34813 1.00723 76.73606 -5.00192 -180.45399 -356.82269 192.13428 67.56829 -20.85217 77.68578 13.50266 -295.74908 700.30429 -155.65659 -4.97992 6.41374 -60.58969 251.70571 11.25987 -166.30231 148.83081 101.3352 -238.05413 176.66516 -4.39153 -19.44223 96.72549 -110.44122 21.93125 -202.73023 -0.74632
"151" 2009 50.84375 11.72339 48.83329 2.49781 -21.30921 -19.59758 4.9255 -0.87014 5.05102 4.17989 -1.0833 -3.51111 9.86812 1003.01588 644.78438 838.78282 630.59362 404.93852 250.043 260.91524 181.00399 159.96679 133.25082 122.36757 -5.88095 -296.94272 -157.27645 -23.08047 -1.63618 64.87006 -2.31257 21.55331 13.69044 -8.14618 19.47488 26.01427 -119.52724 117.38913 -231.54073 -26.12848 36.21096 22.26012 -58.54963 1.22758 8.81628 10.07312 -126.40825 53.57455 -148.66165 36.34043 -20.32781 40.66179 -8.61542 21.0165 15.91603 78.70836 15.39518 31.28302 2.35895 -19.75209 -9.82162 9.27409 -8.30573 132.47882 -48.62848 11.1398 -24.03996 11.89408 23.77221 -5.01992 58.34607 18.47235 -71.0127 -33.03371 -23.13832 -4.51076 -81.13015 66.64372 -59.87492 -30.86054 0.31526 14.40239 9.47747 24.62871 2.63928 -20.56432 7.2988 1.55301 -25.53815 -1.50337
"152" 1965 39.49225 -32.65878 -16.23468 -11.60538 17.82144 7.60792 -23.13148 -1.12115 17.41872 2.97142 -6.90135 9.31028 40.38673 2901.47634 2831.62661 2711.98333 691.11266 1994.14924 637.73882 508.91031 532.55799 287.0343 481.40967 237.50609 59.32385 153.94965 -281.91609 -87.14081 129.0265 206.83685 76.91031 82.25769 -10.91636 49.26103 -38.97374 191.78011 -198.05975 300.78748 -156.49127 157.92205 227.30176 -9.56034 -47.21127 -108.682 2.2564 62.19697 269.11631 814.56581 -164.87153 108.86806 271.67434 30.70484 -24.88792 15.16277 26.24537 22.1988 123.92749 -21.64177 109.28237 25.73806 50.76375 -11.16652 101.47394 -396.83568 164.00779 189.4531 48.47933 -212.10429 -16.11154 -4.21267 1.23022 503.66053 -160.24176 -37.63731 -27.76923 21.91417 326.37237 113.48502 -244.40403 64.74882 73.00967 4.67239 -85.80428 -44.16418 7.42714 -131.23965 -53.15084 -9.16696 127.8277 5.48141
"153" 2005 45.06841 18.9433 -5.7877 2.09302 4.93328 -7.61257 4.60601 1.3881 -6.11362 -1.28711 -2.78345 -2.09563 103.51805 2518.91368 2899.94642 2619.83133 1057.42408 1330.60357 853.2797 592.62165 451.63743 410.61817 437.75321 333.53691 -55.4395 204.03136 -165.83652 -71.84219 21.94702 18.19741 67.40267 -54.13445 0.03389 47.03214 -23.92518 153.60298 128.64493 165.47278 -93.02407 52.44582 110.61166 142.10584 4.73803 81.96407 -4.56656 -17.82564 313.18463 -302.46638 -191.81541 38.48479 -17.65488 106.79219 35.06618 87.57681 -39.21783 200.25338 107.01461 -92.57833 -33.11968 38.56224 59.95911 -19.64114 -67.19645 -388.85751 -218.91351 29.40535 -21.26157 120.42876 69.6998 7.31295 3.66614 23.73855 -138.10797 -73.31056 -52.96409 -66.2738 -223.32989 -43.49304 -334.73237 85.18703 55.03248 -127.99932 157.90038 155.01687 -13.1893 -100.13472 -167.77852 26.84997 -103.51008 -3.17149
"154" 2003 51.87204 43.77966 18.54543 -5.93632 -21.97733 -22.81301 -2.42621 2.79696 6.37462 8.24678 0.74886 12.05095 12.54724 995.11553 896.92723 1124.73748 893.00017 711.37014 353.20526 427.26947 263.784 252.27083 209.9083 169.38664 -23.86908 -244.63074 -185.90896 148.62041 123.91943 83.98173 -88.00324 75.86349 -39.78256 -0.38562 4.42563 42.13951 -1.64119 325.81028 -339.85274 -98.21415 -67.2273 73.2609 -131.15822 1.12459 20.75855 -15.82197 -40.37712 147.08432 -240.5726 56.63336 -85.47623 83.17128 2.11115 -45.10739 12.13267 -82.33238 71.06669 245.51167 -51.93103 181.1841 -15.24175 -21.51647 -16.97171 -78.29842 -117.93203 36.33949 65.3674 46.11026 -13.64336 3.66329 92.0382 -75.44819 -200.75069 25.06082 42.16097 -3.15475 -125.36446 25.68591 -111.19339 72.29351 1.86304 -57.44302 77.97388 21.57179 -4.69088 37.95478 53.98181 3.46689 -91.50901 -0.50971
"155" 2005 41.828 14.67371 18.45197 -14.56369 -39.4362 -0.95949 -19.92416 5.50134 2.72661 -0.1519 -4.17915 4.00686 59.18369 1242.76437 848.69215 749.27686 949.27034 467.58412 344.00613 466.04265 389.91577 341.72583 232.93865 139.36205 -3.30657 -64.10903 45.76315 -131.69704 -11.91375 45.8397 -35.40466 -10.97388 -68.93532 -51.04857 -38.7005 105.83306 -42.33807 -322.28283 -246.52247 134.9178 -23.45813 117.30637 -93.68846 46.90848 43.18867 22.67186 -223.62368 -71.35954 -100.95553 181.59733 -29.01391 82.05571 -16.97237 25.2541 -115.73392 -87.11965 151.13397 7.79083 -192.44133 63.28082 35.17008 23.70407 -15.92861 -175.75366 -61.84125 45.89926 117.8971 13.98516 45.21627 35.63887 39.87638 247.33766 -81.2422 -68.07579 2.41368 -29.60337 -104.86794 20.30741 -105.7616 65.01206 103.76237 -75.17295 94.61652 11.4005 -17.64794 91.76336 -22.33821 10.34798 -66.56895 -7.15983
"156" 1982 50.80879 56.82113 38.45565 -6.26969 -45.6143 -13.33312 -5.71959 4.64865 2.0732 9.70203 -2.26631 -3.94514 18.83501 2496.88295 344.98019 388.43525 607.92706 258.08621 343.81285 206.01089 275.86377 199.00353 106.02187 162.71706 122.84565 -20.49998 -13.90541 16.06996 56.5011 22.27567 25.28512 44.03973 22.18041 -24.762 5.80094 25.60803 -217.64622 47.68382 -34.23135 173.88837 2.17142 66.29859 -9.82418 -4.38757 15.80681 -4.01409 -139.18709 -54.58869 25.21342 27.76113 -54.72956 69.20235 -9.51751 39.55955 15.28315 -229.30954 131.74473 81.5179 143.04667 19.39204 -9.91618 27.35652 -19.1856 -335.95674 19.66695 19.84709 156.63003 -4.61439 77.25499 -12.1632 -105.74772 64.20035 -27.58834 -37.17319 -14.51189 -1.14998 28.3042 62.26083 -76.83407 101.91331 15.55663 -65.1818 15.64881 37.15648 4.44869 26.29198 -0.39397 5.71983 -147.8899 -8.84874
"157" 2006 43.95676 -34.98807 -12.72169 15.81367 6.67557 -0.91832 29.78578 -6.89059 5.14565 -3.71423 -2.16919 2.93937 37.54913 2793.85826 3541.98337 2084.25768 1123.50975 1725.57129 894.04535 784.91877 425.79951 779.70993 417.55446 333.53897 -51.25746 -1017.56967 -311.0533 -294.78155 289.93348 163.99104 -114.88455 112.46829 -14.12936 50.63358 -26.37034 141.36732 -367.77109 95.67591 -570.15483 -2.36041 140.40005 -113.91907 -181.97511 -5.47205 -36.72737 -13.93812 402.55361 -22.16411 -90.53941 121.55001 193.15164 -258.31593 -58.51322 -80.25237 -11.45868 172.73256 558.35824 -310.20035 -42.33998 -272.81243 -34.68759 41.36058 -20.00418 -632.23523 -4.99493 -100.67602 -252.03317 -9.85229 79.72706 27.22937 482.06258 -131.65061 200.43031 -30.31203 -157.45985 -16.44698 43.94289 -202.5089 -30.9622 48.24851 13.82348 14.97226 95.43495 72.06968 -13.30252 100.18861 108.46231 14.31802 46.78691 4.67198
"158" 2004 47.84728 19.49328 28.05354 -7.4297 4.43356 -23.92379 12.82879 0.82999 -6.18061 -0.64501 -1.92113 2.51371 57.27325 2538.14198 4197.95433 1135.25427 1097.44729 212.81348 527.15427 281.54738 219.87974 146.02922 115.63245 263.85183 271.77063 -1561.37215 1643.05708 399.92014 75.1606 -10.81911 31.49918 11.17658 13.40033 4.59166 8.66124 -261.27688 -915.46784 1191.61856 28.91331 -283.05741 -31.8941 103.11808 -46.60345 -0.35067 -12.23242 -152.28336 -125.71649 227.38566 48.38969 -82.92638 -30.25027 10.98986 -1.77326 -24.12127 -75.51464 -90.63876 17.21315 -89.5475 -33.18719 -26.93721 -27.45232 14.25319 -26.15993 -355.68066 -163.52769 24.12239 -15.22047 45.94982 -0.13947 -15.0295 28.3436 48.54845 14.11156 69.42084 -22.5269 13.144 -106.77453 64.9784 30.07886 -84.97585 1.56982 12.9499 209.01434 -147.72324 11.19892 -25.54563 -414.53727 -14.61673 249.35169 34.38233
"159" 2008 45.56248 39.92724 12.05285 -4.44103 7.06108 -11.40541 -9.51099 -4.5683 -3.39758 2.22348 -0.45494 10.23719 18.89997 2419.15304 1785.58247 1208.34602 967.2078 544.97636 686.23737 692.60147 320.73996 375.85712 238.82889 218.66353 89.98799 -577.94366 220.20095 108.16491 137.16472 -94.03033 -102.44999 22.07618 -56.8391 -52.97049 -3.09982 -8.17526 -86.7004 242.10681 -137.24696 -131.99667 -32.79054 129.17022 -48.69652 41.35959 -10.60492 22.15703 -100.84603 226.01446 34.43272 103.60325 -64.43241 66.8019 44.69811 37.96656 -7.19146 -34.03446 -400.05519 -153.16802 -74.88985 -46.39197 -18.90141 -35.22565 -3.98742 -77.3816 -2.93159 -21.45702 47.19741 -37.95398 3.82058 -4.46359 1.19902 -43.39818 67.89677 -32.72112 -22.09435 0.87565 26.80238 -159.93647 -63.58984 129.25007 -5.34475 -113.567 96.84693 91.36272 7.24115 105.14182 137.26797 -2.55073 -31.40531 -4.36509
"160" 2002 41.0701 75.45016 21.6406 -2.00829 -18.66033 -12.95583 -9.6933 -4.90273 3.60377 1.79022 -2.93975 -12.12453 20.3164 1180.80938 1458.47173 918.96765 1042.69088 510.30084 398.83226 339.02489 208.35917 257.28646 198.14031 290.45769 6.52778 -779.40859 -424.68257 50.78274 46.62677 51.0091 19.18194 17.14364 -5.65751 -52.36002 38.17378 -24.13767 56.5844 129.36491 -223.67846 14.01493 11.79905 99.82859 6.26422 19.94896 -32.45599 8.19875 -179.80507 269.92909 -71.25123 53.15206 1.94965 84.88387 -39.04083 1.10938 -3.14492 -147.21068 153.56244 -36.01817 -23.54716 0.26567 -0.32112 -10.30411 -0.78585 -80.91996 125.40834 50.63695 72.11311 -0.74088 41.20183 14.91923 -73.28913 35.52386 -125.41512 -43.76537 -27.79983 -8.39499 -96.59811 216.56824 -72.41877 55.98884 2.31528 -127.88036 -90.38735 67.84442 1.41706 135.13641 -196.71007 -1.33772 134.63743 -13.87326
"161" 2009 39.24083 -19.56911 -9.86664 1.95224 -0.35681 4.77417 -7.96392 -5.56469 5.27375 -7.09991 0.10032 7.86777 44.3111 3860.10837 2889.62348 3761.00872 1003.39548 1369.11778 760.30912 805.61472 406.54967 570.62052 553.75616 351.77146 136.77594 311.25122 -713.95751 -460.73475 97.71014 102.65642 -26.71475 96.54971 -57.49453 -31.54712 -18.24493 152.6394 -417.20543 -11.37682 -543.90951 -46.57917 -29.14147 37.39674 -135.16791 48.81052 16.32249 76.41766 140.79206 364.90289 117.19552 65.68201 100.13591 4.03791 87.72577 75.88169 -19.55479 221.32868 133.1807 -305.05637 -19.709 -126.92864 38.8032 12.54555 17.09312 -281.82211 142.45224 -212.99431 -67.67288 62.59133 16.24457 8.39883 46.20769 67.53487 125.36733 28.84007 -112.75038 1.59214 311.63476 205.65627 -449.78664 137.72134 21.29362 -190.98428 176.61655 -125.86676 19.44287 204.74008 176.90338 3.49907 128.1784 11.2355
"162" 1992 47.91792 130.84717 17.91759 -17.2947 -53.15304 -18.51064 -10.10982 8.04983 4.1989 10.95754 -2.41262 -0.48309 18.21831 781.40228 987.6161 297.89724 858.19263 257.89298 528.05659 196.34315 192.56474 124.66367 89.43701 178.68921 5.28217 -541.48773 168.68438 -28.07594 -34.24661 53.91003 64.20835 -6.30466 -15.59694 -13.75728 -7.61379 18.90697 -121.43986 -35.42664 -46.28955 492.53253 -15.63681 -95.60027 16.32731 36.70841 15.9642 20.56599 206.52606 253.73478 69.17196 125.98421 -12.08131 67.16503 4.79666 35.10714 15.72315 -151.77172 329.61859 13.76695 -167.40825 56.6434 -62.12296 -5.83931 0.96376 -166.18696 -59.04834 -4.01577 93.17563 -2.18345 143.92266 21.18468 9.55672 23.79728 -44.05065 -64.80153 27.78025 6.55411 -119.72261 45.4087 -53.94938 100.47242 -2.8202 -41.09032 -23.99645 52.00391 1.78378 -2.84581 123.99651 -9.29376 -147.39116 6.07718
"163" 1986 49.82767 33.15501 46.90629 -0.5702 4.79854 -13.78229 -3.92249 2.85391 -3.72148 1.76048 -3.27788 0.27888 18.76127 951.80952 1114.05824 1553.52651 877.96858 486.63433 703.4626 368.70696 357.60168 230.90846 189.1293 271.57647 5.69031 75.54715 318.86686 -26.20159 -46.67621 16.13311 63.42012 -37.32845 97.37188 -9.04096 0.24476 -29.96578 16.74263 28.21497 -71.06125 12.68098 52.69251 -63.09692 -102.66812 -7.69924 -53.98483 -59.39751 92.78091 247.02704 11.27787 145.32939 -7.92513 -43.47395 6.45374 -55.28599 20.21331 23.13837 6.44849 -140.45103 43.8104 -19.75633 32.2377 95.24219 -22.9136 -154.97396 -55.11899 -82.32188 5.93116 41.3033 147.55378 -17.79352 39.73408 -101.65962 -26.22623 -2.6043 2.57452 8.11182 -161.91015 1.74861 -183.92792 131.66074 2.59587 -77.53601 81.16213 104.80195 -4.27679 25.57232 70.5493 5.08515 -31.55843 -2.00923
"164" 1993 45.67626 36.01008 -4.38634 -9.13503 -53.66741 -26.64234 -8.43585 -8.07823 19.4061 6.26401 3.63831 2.09951 18.79681 1184.09313 1364.95159 492.33948 682.76348 380.03821 229.17487 226.77462 147.3474 173.18522 127.57099 126.736 51.04575 14.44885 31.72569 -27.41069 37.14339 17.07926 27.11363 36.06657 18.90196 -18.11195 21.3141 106.73468 -147.79815 141.33325 -43.64405 -20.99814 53.00511 -7.65542 -16.04205 12.45992 -11.31769 9.06614 219.20416 -39.43253 -17.04013 54.94575 31.01182 3.71348 -14.04275 -22.89925 45.16119 -62.40257 79.12988 -108.52685 -43.72847 -115.93422 -20.35629 -5.81001 -9.95828 14.36732 -61.54809 5.35845 -142.16377 28.82528 -11.4757 -0.3964 185.86428 -146.20009 1.16902 11.4078 2.76753 1.6944 -33.43048 -62.83126 108.12201 37.57748 -5.0961 -34.74884 -10.55076 48.92506 -9.03484 -15.04892 -33.36335 4.57425 -8.56969 -2.89805
"165" 1970 48.44633 16.79198 3.88911 5.78558 3.86778 -10.85589 -4.36305 -8.79281 3.97308 -1.59186 0.45364 -2.26425 29.95271 1574.05621 1328.00943 1171.35702 746.63168 657.58382 608.8137 405.13932 233.5863 294.8705 218.50302 235.19477 24.18006 -30.65428 -2.32514 -126.39465 63.28923 77.36539 29.62849 25.13138 -42.51876 -2.52415 21.28062 14.31797 -5.9635 305.73912 -221.48097 38.91712 75.43865 22.79169 -68.54911 11.22662 3.09817 37.46239 76.88886 154.88902 66.94415 15.69859 -26.07469 -31.69211 -9.42857 -25.76195 -3.06305 94.98682 8.22401 -118.73001 -35.59884 -89.36552 -21.40352 5.73964 -2.33623 28.40253 44.63046 11.80521 -31.73931 -42.07194 23.52262 40.7036 -8.91113 -5.22613 140.67426 -4.31927 -25.90804 -8.95975 -81.07291 66.89514 -5.89037 75.35346 6.75799 -117.78552 -28.14748 4.28043 6.83276 33.84467 72.92866 -1.22598 -23.20408 -6.33872
"166" 2006 40.57071 9.91778 -58.4909 49.03729 7.54785 -17.50654 -2.76084 0.46002 4.49454 4.96467 7.30842 4.34847 35.81401 3900.09858 3073.1088 4813.18632 1005.30948 2009.60284 533.23928 942.65961 548.87374 515.70513 514.49552 186.21844 80.2698 472.21779 -2615.50146 -554.36076 403.39805 328.37437 -196.66562 265.60371 16.76944 74.65633 -73.84977 193.71817 -1067.57318 213.01156 -387.53872 127.22715 70.52625 -62.48669 181.42656 -1.93216 11.00824 -165.34684 865.02898 142.13534 -301.74627 -347.96047 188.64107 -71.35041 67.74513 76.10029 -1.0648 430.65895 328.53372 1008.53359 -84.00192 -242.99413 -33.69886 29.21494 -4.9984 -115.87849 -775.58376 244.81872 -226.14763 137.31782 -25.60924 22.37915 -235.93809 -241.13532 583.2818 21.34139 -91.94857 -55.11437 -353.18657 -482.13783 151.84415 2.43576 -20.0463 -474.70317 -121.53955 -5.21614 -45.96462 75.82916 77.07745 -14.94125 16.54909 15.67757
"167" 1990 34.05109 -37.68127 61.65392 16.96673 3.37366 13.58387 -9.13815 -10.62017 3.24815 -5.47751 -3.84483 1.36211 56.91963 3817.73468 3115.09302 2386.69933 754.58686 1188.53156 901.54207 631.79755 470.76789 364.94179 433.9839 438.08885 211.68542 1288.6689 -655.14366 -117.92047 99.28079 268.56637 63.19134 -39.27482 -5.93219 -12.67179 88.34102 276.40664 77.09871 -100.30967 -542.49627 124.42129 7.77441 18.11148 -101.4254 85.39945 -3.35144 3.08424 -352.18647 -169.08913 -314.69841 26.60816 -7.23276 58.79233 43.50293 63.2052 -49.99399 116.77647 -147.13923 -444.03318 41.54387 -38.09364 -14.19048 -9.76356 -28.03801 -40.08483 479.4994 -37.16138 -2.32369 -7.78863 -78.26745 -12.28588 148.18969 374.06243 40.65051 -4.03026 -115.14899 -2.27619 153.02957 34.08395 -324.31573 -48.06941 81.32779 -30.33382 355.93502 -62.36993 -11.46304 242.06664 343.60713 40.98676 273.6264 71.00143
"168" 1976 44.97414 19.77567 -25.7128 -12.02033 16.55488 1.54472 -13.16119 2.59828 13.44716 0.81629 -4.3894 6.45945 26.21761 1555.81944 2302.83689 1892.00675 483.90719 1591.81454 306.16437 894.08312 245.43905 428.37517 438.3138 133.19862 54.19062 -78.0979 -671.69279 -143.478 -19.29861 308.67538 -25.54826 76.26508 -118.06755 -68.70751 -47.89831 158.63208 -237.01673 -39.80011 -584.16036 21.935 286.23405 51.5677 -92.90906 49.86023 34.63068 -19.60471 308.17458 -55.22653 -130.04636 39.67051 80.58488 -21.59248 -40.50818 -7.85171 19.52708 -238.01763 105.91575 -78.19506 -67.16377 -69.66156 32.66207 -2.16161 -71.17354 -109.26465 -166.94006 44.79923 87.43057 -78.19007 -13.00141 -20.30677 169.21595 -36.19877 -130.89372 -36.55429 -63.4031 -22.18682 -276.62895 229.49464 -200.31877 -25.14955 -16.24058 253.96758 63.18513 81.15722 19.59724 45.41952 -7.35339 16.15346 28.58966 6.42114
"169" 1958 27.74821 -40.27714 -24.69434 -10.26347 -12.28114 -3.43678 -5.49163 -3.98759 -7.43621 2.50825 -5.44771 -0.66943 19.98808 3044.94289 1598.53597 1390.93746 926.51574 764.94534 659.37423 854.36352 641.35822 496.67358 303.25112 228.74173 -81.02817 -892.0618 -2.31726 -53.42204 -199.65012 51.63616 -59.08641 5.92607 -44.28896 -66.29115 -31.79142 95.30752 -433.51719 382.42823 -290.29623 283.60887 -89.24436 160.86518 -143.70343 35.13579 29.97768 -0.21077 -554.33823 119.69638 -224.81324 -12.39927 -58.94668 -1.22293 8.14595 -11.79757 35.1984 100.16935 295.96146 58.6651 344.26581 34.2449 -11.13867 -16.86957 22.70907 -52.03388 78.54923 -244.75877 68.77564 -57.83878 108.78868 20.7402 -158.38143 -133.03503 8.70353 31.7356 40.96312 -2.7322 117.53633 19.98909 -121.81307 8.4756 23.63802 -216.81451 -3.39789 -14.48242 6.03554 189.59882 -86.13954 -8.47296 126.56532 4.1957
"170" 1997 43.13581 -4.56563 11.90963 15.98051 -57.25809 8.91805 0.78766 -8.154 -5.53459 -3.30447 1.4258 -4.99072 30.62358 1982.17457 1081.26587 1337.75971 1301.39106 1014.94845 442.90858 644.33076 313.71422 526.9124 347.64965 180.4319 -88.88731 -857.6791 -218.25483 -236.88657 -138.77992 195.67002 -92.52615 114.762 -37.17883 -18.2862 -46.5305 56.23212 59.95958 -272.40433 -281.80538 -18.45665 -71.34752 26.19216 -151.46697 -23.817 -27.42625 14.45951 171.74025 216.06962 -39.4541 232.25272 -45.14123 23.50519 -2.24146 -59.53097 -50.87153 -247.20087 137.16254 -9.18573 250.16835 125.45046 50.75198 5.75315 15.75659 -167.14117 -62.58721 -27.86011 97.44056 183.05668 1.1794 -3.02485 95.22534 58.20412 -69.51718 -246.65964 -10.50225 -11.66696 -199.38924 140.20898 -87.10521 -29.01758 13.87483 -235.94118 125.85267 43.08898 -7.49893 -75.96313 -89.19921 22.77688 157.62054 -14.58337
"171" 1988 40.18882 51.09648 -14.61714 -22.73327 -48.54654 -2.52491 -18.63098 -13.80309 7.97935 -4.94696 -3.94313 3.00329 28.79917 2629.16217 2540.53679 1173.18396 1558.8595 435.25297 573.79499 482.74938 550.26628 269.16542 246.70463 370.78805 -46.10712 -661.1778 671.97069 -416.86996 -10.3352 12.51509 91.37976 28.29204 82.94967 -43.15816 13.88656 64.50181 -19.23819 -1043.64787 -171.45737 -210.73603 5.52204 -164.09756 -9.9424 -27.92768 20.5916 22.35553 355.64496 -29.50667 204.68394 52.26831 34.57422 -38.75367 -39.25964 10.60942 -28.49685 153.62931 735.4341 -146.28099 509.42865 -123.61843 15.5978 19.88837 -0.29807 -174.33355 275.33549 -243.78868 154.8104 22.48662 -14.34492 14.35287 -162.48818 -357.92459 40.94932 -91.54552 16.50097 -8.62435 101.96381 -56.32553 -193.50762 122.50915 -6.84924 47.88884 41.64644 -52.91834 -10.34414 40.37537 -297.23836 1.76732 287.9613 4.508
"172" 1990 41.01015 -24.47563 -38.31185 3.49261 -27.35424 -2.20043 -8.67111 -5.73392 8.84331 8.9212 -0.61307 -0.38169 51.86469 2504.19974 2994.01325 4255.19212 1236.4353 1730.1878 438.74083 521.2406 376.0005 508.9513 586.86194 232.58567 90.59854 401.11735 -1790.70092 43.09424 301.21255 146.26709 -15.90352 27.6718 22.48146 84.02245 -66.27797 40.6686 -52.15798 -237.04114 -708.27091 -129.41705 -30.71872 137.14792 -138.09755 20.37782 -15.18907 44.02518 -36.27618 163.89953 -71.87232 -147.16795 -122.22741 -9.02105 -0.33908 -68.07715 -72.20292 46.25411 141.45161 -195.32903 15.67449 -215.74414 43.0159 13.39438 1.01379 -107.72086 121.47771 54.88384 -69.61055 102.12346 -54.77161 4.65537 335.2241 -37.63332 112.03586 7.88568 -68.3143 -0.62408 -281.28727 -118.36479 -297.60704 26.24615 3.02604 -342.34613 121.41179 209.44554 -16.67367 -25.64798 -97.90371 7.53233 147.50148 18.67395
"173" 1978 40.78266 -34.23387 49.92999 30.73069 -80.04386 9.60407 -9.29958 8.2642 -6.54156 12.77552 0.87323 -14.14539 30.78885 2306.4468 1989.00286 1559.30493 1178.81437 1083.76065 601.50358 541.78686 624.33122 377.28887 299.29741 419.8656 -103.47845 10.17522 -58.41009 -237.42764 0.1428 -0.85439 -20.4654 -113.83634 -7.50033 -67.69768 16.48093 80.71283 247.77598 384.69912 -198.45514 -15.32586 -67.33536 100.83564 -88.45276 -23.19207 -47.91731 -20.26421 189.95186 35.49911 2.88117 -11.76882 -89.53344 41.30829 71.16296 -28.26463 -16.07605 -199.10899 103.35516 133.85761 58.03088 241.55025 0.57291 36.12555 13.13068 18.27595 -228.98558 -8.79634 60.73847 -103.78768 55.67973 -0.75346 109.60233 182.88473 -30.80987 -122.05083 16.38712 -34.83632 -248.51636 -14.72771 111.45576 -14.62906 46.03136 -121.6583 -11.66226 79.04689 9.67457 92.22555 -122.64018 -3.16922 -40.07473 -0.59321
"174" 2003 34.87622 -7.55461 -24.73126 -2.64868 16.55248 0.96546 -11.9191 -12.84967 5.68865 -0.93505 -5.19188 3.4524 48.99823 4278.97563 5550.94699 3071.56681 1007.07163 1391.4055 554.63091 636.03149 737.09433 371.9955 440.11687 473.19648 140.21901 2314.80579 989.24945 -252.51365 -32.37076 96.44501 35.41051 -11.41343 -40.06891 29.39595 -97.66799 261.25587 551.10172 265.72172 -349.57519 97.0779 -174.50388 -191.85619 -57.65153 -31.50796 7.69043 30.25968 180.49363 -241.46929 -55.58676 59.91844 251.87849 -29.20552 31.78725 197.69783 60.3182 110.7438 383.8554 -213.2667 -178.98024 -96.44765 67.66289 -33.33029 -10.13449 38.39685 430.05413 -305.86179 -41.24978 20.34719 -91.48404 -14.04233 116.26027 -650.88073 147.55161 23.90472 5.47929 -9.1443 -233.21092 -35.19257 -217.58356 126.73029 -20.18323 -131.81319 255.33836 -69.66895 -8.66487 169.2218 -507.72372 19.4149 -60.44019 -25.27315
"175" 2006 34.17322 -118.41154 24.06105 -14.45384 24.74224 -5.85126 -14.30241 3.12088 -6.81015 -4.07503 1.39603 10.26678 72.05805 2940.19059 2580.1732 1776.46028 3046.71294 756.88383 834.94814 617.76948 608.2025 330.70576 308.44433 293.62005 21.74833 49.14081 345.7645 -439.65004 498.01869 -192.94208 56.75268 -136.41343 -140.83617 47.45301 -42.5017 324.81487 52.35118 -955.1423 -343.62204 -810.24727 -19.09312 36.34771 51.67351 -97.04457 -37.487 92.46704 806.64965 188.06696 -103.24342 223.54647 50.83531 57.73664 -27.83281 -7.97361 -239.39885 291.40083 119.31131 210.12796 -586.86216 111.90515 42.92299 -34.32131 13.01748 -558.92386 -108.39307 137.79554 143.33401 -20.90807 -191.96441 27.54273 -321.2162 389.99683 -186.13567 81.14313 137.10762 -54.70172 342.59954 -31.47149 -304.18812 387.80056 109.90646 -167.77563 100.12813 -25.64615 -23.31533 -68.3747 -94.73167 -10.93591 41.87095 -23.97848
"176" 2005 42.96072 -34.57279 21.99343 -0.18841 24.69666 -12.63708 -1.78432 0.36695 10.08865 -0.31276 -1.56663 2.1539 50.3 1286.80586 1867.46929 1973.49354 1377.29738 1110.07379 623.55986 296.6661 324.38267 217.34569 239.02428 332.02138 -35.41441 102.40101 -74.20698 345.13201 125.29527 41.51875 -4.25071 39.35743 45.58298 6.41742 14.59905 -126.7017 258.44134 1138.18002 -443.78707 -132.04771 -18.56828 170.22369 -58.40494 -29.84254 -54.07514 -86.41527 -144.11445 337.81134 -298.89649 45.17836 -162.54979 125.29199 1.86838 -115.6086 -120.27514 155.5228 -50.19341 285.14843 112.90843 4.61222 -40.12589 -18.00477 -33.41792 0.66217 -69.96968 10.65053 37.12177 -10.16337 -128.55435 54.9968 -22.32961 -143.4734 -176.01236 30.47779 191.96679 -16.96342 -49.62055 57.45265 -60.65069 184.45555 43.89811 -217.15184 69.804 0.59114 17.81781 -4.93661 143.83795 -12.76811 16.75068 -48.43976
